gene_name,Asn1,Asn2,Nitrate1,Nitrate2,Ni_N1,Ni_N2,Ni_SM1,Ni_SM2
Phatr3_J9078,2868,2257,4934,6357,6380,4749,3038,3604
Phatr3_J31831,168,127,262,206,226,188,1055,1099
PTsRNA00017a,1,2,0,0,2,0,27,30
EPrPhatr3G00000013130,0,0,0,0,0,0,0,0
PTsRNA00023b,0,0,0,0,0,0,0,0
PTsRNA00023a,0,0,0,0,0,0,0,0
Phatr3_J8670,4366,3724,3057,6003,6108,4533,3119,3461
Phatr3_J42767,640,598,640,1046,1276,801,980,1081
Phatr3_J31834,889,559,855,1286,1123,1547,1019,1091
Phatr3_J31835,83,123,97,122,125,124,270,209
EPrPhatr3G00000013122,0,0,0,0,0,0,0,0
PTsRNA00023c,0,0,0,0,0,0,0,0
PTsRNA00023d,0,0,0,0,0,0,0,0
EPrPhatr3G00000013120,25,6,2,1,4,5,0,4
Phatr3_J42768,648,528,487,681,688,575,649,724
Phatr3_EG01817,0,0,0,0,0,0,6,2
Phatr3_EG01764,1091,790,424,477,646,569,197,185
Phatr3_J42770,1804,1257,1087,1216,1711,1348,1298,1334
Phatr3_J17495,2297,1848,1333,1505,1775,1426,1625,1813
Phatr3_J31840,446,377,342,423,417,405,630,648
Phatr3_J31841,246,251,161,165,191,196,160,108
Phatr3_J7349,1594,2054,1059,1174,1107,1137,431,624
Phatr3_J8945,2800,1754,1813,2118,2406,1778,11678,13669
Phatr3_J42774,950,1244,952,1299,1309,892,1778,1593
Phatr3_J17504,11699,9854,9020,13491,14520,11272,39603,41630
Phatr3_J31846,1445,1036,1267,2315,2367,1859,1170,1277
Phatr3_EG01835,4,2,0,3,1,0,91,82
Phatr3_J42776,2313,1684,1315,2100,2445,1959,7446,7478
Phatr3_J1358,1301,1208,948,1251,1370,1173,1127,1299
Phatr3_J42778,669,640,514,858,1119,866,808,954
Phatr3_J42779,299,297,448,312,716,380,480,521
Phatr3_EG01761,323,372,278,366,589,320,340,413
Phatr3_J42781,1460,1318,1262,1533,1684,1286,827,1007
Phatr3_EG02459,545,452,414,429,586,519,482,505
Phatr3_EG02460,2480,2469,2487,3255,3391,3174,1637,2003
Phatr3_EG02174,40331,37279,35702,43831,50801,38412,15820,20475
Phatr3_J53980,95,94,51,24,47,53,2227,2472
Phatr3_J9171,1568,1542,1272,1801,2064,1426,1177,1696
Phatr3_J42786,2097,2379,1643,2899,2980,2297,2998,3605
Phatr3_J42787,3252,2976,3429,4119,4396,3806,1464,1644
Phatr3_J31861,357,355,273,271,333,329,145,153
Phatr3_J42788,9686,7966,5433,9314,9845,8073,2502,2978
Phatr3_J9475,845,781,561,900,923,797,349,506
Phatr3_J42790,2161,1914,2292,3374,3464,2727,906,1315
Phatr3_J42791,998,880,509,797,1042,837,1074,1245
Phatr3_J31866,728,754,630,526,709,602,447,530
Phatr3_J9147,643,447,389,370,421,486,592,572
Phatr3_J42793,3194,1638,2742,1984,2363,2022,1213,1190
Phatr3_J42794,673,606,491,611,620,498,143,179
Phatr3_EG01860,0,0,0,0,0,0,0,0
Phatr3_J31870,397,347,293,399,333,319,206,302
Phatr3_J17519,5,6,0,14,5,4,5,3
Phatr3_EG01864,15,31,17,37,30,9,16,42
Phatr3_J17523,856,1075,563,840,914,700,719,622
Phatr3_J9233,0,0,0,0,0,0,0,0
Phatr3_EG01867,0,0,0,0,0,0,0,0
Phatr3_J31874,0,0,0,0,0,0,0,0
Phatr3_J31875,0,0,0,0,0,0,0,0
Phatr3_EG01748,0,0,0,0,0,0,0,0
Phatr3_J31876,0,0,0,0,0,0,0,0
Phatr3_J31877,0,0,0,0,0,0,0,0
EPrPhatr3G00000013117,7,11,23,19,28,10,38,46
Phatr3_J31878,343,328,417,309,425,270,503,640
Phatr3_J31879,1113,1119,639,937,929,748,421,500
Phatr3_EG01824,1333,1376,759,882,1212,661,693,927
Phatr3_J42799,1908,1425,1320,1818,1881,1798,2433,2358
Phatr3_J31881,13,8,5,0,0,2,134,120
Phatr3_J8691,410,422,350,459,473,382,251,307
Phatr3_J42800,890,802,718,727,835,844,422,492
Phatr3_J17531,23148,23388,29298,38068,40656,28402,6262,8855
Phatr3_J8747,1775,1308,1556,1378,1386,1440,707,751
Phatr3_J9246,1993,1509,1803,1971,1912,1921,804,1062
Phatr3_J9601,711,811,545,828,871,636,887,1042
Phatr3_J31888,0,0,0,0,0,0,0,0
Phatr3_EG01767,0,0,0,0,0,0,1,0
Phatr3_J8859,2011,1514,1419,1494,1656,1734,1260,1318
Phatr3_J9554,748,699,649,904,1072,888,352,433
Phatr3_J17545,100,338,121,623,406,150,75,125
Phatr3_EG01886,1,5,1,0,0,0,1,6
Phatr3_J42807,942,942,720,914,1275,877,856,1127
Phatr3_J42808,745,623,542,716,729,746,396,460
Phatr3_EG01816,6,6,0,0,3,1,0,3
Phatr3_J42809,691,553,732,787,1007,875,1902,2603
Phatr3_J9020,234,221,212,269,191,225,129,162
Phatr3_EG02411,856,836,487,593,670,562,828,1042
Phatr3_EG01839,0,2,0,0,0,0,0,0
Phatr3_J31898,0,0,0,0,0,0,0,0
Phatr3_EG01813,0,0,0,0,0,0,0,0
Phatr3_J8996,2249,2274,1607,2088,2380,1832,2917,3249
Phatr3_J31900,153,118,192,222,353,212,189,205
Phatr3_EG01760,1890,1574,1584,1672,1627,1901,1156,1295
Phatr3_J42815,772,821,453,568,731,585,879,1067
Phatr3_J42816,1259,941,657,635,749,617,910,1177
Phatr3_EG01881,25,72,33,141,91,18,18,53
Phatr3_J42817,398,356,452,431,497,390,318,337
Phatr3_J42818,1418,1274,768,1038,1222,1149,905,983
Phatr3_J31906,2475,2358,2086,3256,3317,2743,2328,2806
Phatr3_J42820,640,553,520,590,560,494,462,506
Phatr3_J17555,862,894,676,818,874,840,460,492
Phatr3_J42822,698,582,369,558,557,576,357,444
Phatr3_EG02177,630,641,571,748,866,706,564,677
Phatr3_EG02179,656,520,428,429,588,573,549,705
Phatr3_EG01849,0,0,0,0,0,0,0,0
Phatr3_EG01840,247,254,155,282,243,259,120,124
Phatr3_EG01844,1068,900,899,940,1139,1002,874,816
Phatr3_J42824,768,723,1682,495,671,498,2661,2617
Phatr3_EG01823,0,0,0,0,0,1,0,0
Phatr3_J31912,0,0,0,0,0,0,0,0
Phatr3_EG01856,0,0,0,0,0,0,0,0
Phatr3_J42825,1,0,0,0,0,2,0,0
Phatr3_J42826,2441,1713,1868,1780,1734,2112,837,923
Phatr3_J42827,1102,863,1095,868,1079,862,1156,1354
Phatr3_J42828,1970,1680,964,1437,1523,1186,429,562
Phatr3_J9320,3842,3339,3158,4399,4377,3396,2035,2598
Phatr3_EG01863,418,387,559,508,524,533,422,552
Phatr3_J31918,605,563,730,765,790,685,449,511
Phatr3_J31919,11554,13625,11403,15120,15666,13621,3388,4268
Phatr3_J42830,742,679,637,793,851,696,408,498
Phatr3_J42831,2519,3048,849,1162,786,1089,492,670
Phatr3_J42832,2052,2355,1692,2640,2880,1963,925,1203
Phatr3_J9478,748,574,470,676,715,635,1053,1122
Phatr3_J42834,478,419,295,327,564,470,629,690
Phatr3_J31925,168,65,345,515,519,799,18,32
Phatr3_J42835,809,597,907,1161,1073,1058,3514,3645
Phatr3_J31927,463,394,290,386,434,362,535,654
Phatr3_J42836,1022,1122,1341,1674,1814,1526,1145,1339
Phatr3_J41686,3480,1989,3858,5816,4941,5032,5433,5961
Phatr3_J42838,246,212,194,381,397,333,561,604
Phatr3_J8659,1426,1235,1394,1649,1804,1343,1083,1417
Phatr3_J9035,2307,2068,2634,2759,3142,2485,1056,1542
Phatr3_EG02457,601,504,367,398,501,483,600,616
Phatr3_EG02458,29,20,17,17,21,7,14,27
Phatr3_J42841,916,755,503,849,898,796,911,885
Phatr3_EG01765,290,212,213,264,315,321,349,422
Phatr3_J42843,1449,1248,1275,1257,1376,1346,960,1033
Phatr3_J42844,1389,1466,538,716,821,788,455,459
Phatr3_J42845,117,68,107,99,138,138,86,68
Phatr3_J31939,323,285,368,493,495,516,848,936
Phatr3_EG01871,66,120,58,125,106,57,270,491
Phatr3_J42846,0,0,0,0,0,0,0,0
Phatr3_J8840,308,419,270,317,416,325,712,837
Phatr3_J31942,108,97,55,87,116,56,42,92
Phatr3_J42848,1838,1756,1587,1933,1969,2009,1619,2015
PTsRNA00004a,0,7,0,1,2,1,4,4
PTsRNA00004b,8,4,1,14,2,1,4,6
Phatr3_J9509,2096,1810,1308,1386,1396,1557,1144,1588
Phatr3_J42850,3155,1794,2725,2441,2121,2012,2904,3722
Phatr3_J6288,867,716,784,973,963,870,354,453
Phatr3_J42851,858,710,676,836,814,741,671,967
Phatr3_J31948,691,587,601,672,489,583,568,685
Phatr3_J9491,726,466,460,622,590,639,377,460
Phatr3_J9649,344,376,257,330,320,250,186,303
Phatr3_J9312,4779,3479,1950,2393,2451,2813,1325,1389
Phatr3_EG02188,445,279,408,437,413,453,533,542
Phatr3_EG02199,712,529,498,557,571,581,693,754
Phatr3_J9400,2902,2838,3320,3784,4278,2891,2028,2478
Phatr3_EG02201,3706,2954,1917,2566,2911,2526,2102,2502
Phatr3_EG02187,166,116,179,118,109,122,108,117
Phatr3_J51404,1257,1136,745,1085,1006,1027,438,435
Phatr3_J42858,2466,1760,1291,1776,1960,1744,1256,1307
Phatr3_J51406,595,494,451,634,691,534,1071,1154
Phatr3_J42861,905,356,567,1000,561,800,3757,4077
Phatr3_EG01772,1172,862,647,959,1066,864,704,793
Phatr3_J51407,3373,2903,1613,2218,1884,2202,1310,1507
Phatr3_J42864,462,462,371,547,655,464,321,326
Phatr3_J9070,475,364,377,435,377,356,170,267
Phatr3_J31963,852,900,628,1132,1130,780,490,688
Phatr3_J24739,5198,6726,1595,4233,3989,3137,966,1113
Phatr3_EG01846,0,0,0,0,0,0,0,0
Phatr3_EG02190,2434,1603,1446,1438,1893,1594,1119,1208
Phatr3_EG02186,64,64,73,78,86,60,137,232
Phatr3_J42867,646,354,619,427,586,527,1758,2000
Phatr3_J42868,1030,756,743,832,1091,961,365,487
Phatr3_J31968,950,745,709,1009,899,867,944,927
Phatr3_J8963,983,996,591,793,886,820,327,398
Phatr3_J42870,267,239,183,118,155,107,314,329
Phatr3_J42871,2084,1715,1222,2152,2003,1691,2846,2980
Phatr3_J42872,2129,1922,1162,2262,2063,1885,1897,1989
Phatr3_EG01828,1,3,7,7,7,0,0,5
Phatr3_J31973,679,504,479,607,659,581,311,384
Phatr3_J42874,969,867,638,641,668,640,419,419
Phatr3_J31975,1961,1646,1195,1022,1137,1338,778,823
Phatr3_J42876,2685,1966,1559,1651,2022,1953,1377,1453
Phatr3_J8876,247,174,258,307,311,275,650,784
Phatr3_J24748,592,532,442,589,646,483,335,419
Phatr3_J31979,158,133,120,144,126,136,113,181
Phatr3_J31980,235,208,168,166,163,165,179,264
Phatr3_J31981,281,409,229,240,213,197,176,199
Phatr3_J31982,810,780,683,869,893,834,369,482
Phatr3_J42879,1140,750,952,883,876,1006,683,736
Phatr3_J31984,571,294,624,569,614,681,353,359
Phatr3_J42880,350,350,189,196,309,165,384,484
Phatr3_J31986,435,298,339,261,305,315,420,449
Phatr3_J31987,465,491,363,499,422,411,405,548
Phatr3_J42881,506,412,289,240,259,257,536,779
Phatr3_EG01878,0,0,0,0,0,0,0,0
Phatr3_J42882,917,666,1433,1074,944,987,2774,2981
Phatr3_J42883,520,432,506,550,620,391,1027,1156
Phatr3_J31991,572,491,466,492,650,452,761,892
Phatr3_J42884,778,539,821,718,777,676,771,906
Phatr3_J8842,683,1090,217,330,330,337,217,285
Phatr3_EG01874,393,372,294,321,328,310,449,511
Phatr3_J31994,806,993,506,492,399,546,383,503
Phatr3_J42887,545,462,418,523,518,387,1740,1830
Phatr3_J42888,498,358,581,561,632,496,2258,2451
Phatr3_J31997,924,660,812,812,724,714,476,515
Phatr3_J17628,500,411,253,346,384,316,218,234
Phatr3_J31999,282,241,283,254,220,240,293,368
Phatr3_J9115,350,313,201,301,347,304,245,307
Phatr3_J42891,518,1111,761,1668,2327,779,648,755
Phatr3_J42892,3737,2467,2831,2053,2884,2524,2767,2927
Phatr3_J42893,551,386,318,529,531,431,951,1088
Phatr3_J9446,0,0,0,0,0,0,0,0
Phatr3_J42895,664,588,577,733,783,669,825,912
Phatr3_J42896,70,55,103,90,137,96,1279,1308
Phatr3_EG01798,465,175,467,603,452,426,1479,1847
Phatr3_J42897,610,596,606,958,764,656,377,457
Phatr3_EG01768,338,263,264,194,320,263,235,299
Phatr3_J51412,1981,955,1192,1279,1285,1299,3904,3525
Phatr3_J17633,10463,10783,10342,17114,16300,13492,7419,8116
Phatr3_J42900,1892,1241,1178,1329,1803,1386,3189,3430
Phatr3_EG01803,469,687,389,627,664,529,375,453
Phatr3_EG02189,1099,1297,1150,1622,2295,1266,851,940
Phatr3_EG02198,468,407,260,258,259,344,194,201
Phatr3_J42903,2686,2413,3301,5379,5069,3557,1059,1412
Phatr3_J32014,775,680,642,701,767,789,492,525
Phatr3_J42904,1368,1435,692,909,949,956,970,1034
Phatr3_J7108,359,218,257,320,339,294,208,226
Phatr3_EG01789,807,715,633,617,812,600,480,541
Phatr3_EG01751,212,173,124,165,221,180,219,248
Phatr3_J42906,590,356,486,488,571,523,602,628
Phatr3_J42907,378,385,374,544,586,398,300,321
Phatr3_J9654,1127,1497,1187,1390,1503,1218,576,780
Phatr3_J24772,2881,4275,1608,3556,3617,2440,1588,1833
Phatr3_J42910,440,402,350,463,452,393,389,504
Phatr3_J42911,3830,3082,3527,4321,4418,3841,1859,2175
Phatr3_J42912,197,335,180,318,407,214,834,972
Phatr3_J42913,2788,2319,2448,3171,2892,3116,1521,1836
Phatr3_J42914,1566,1318,884,1228,1512,1112,326,494
Phatr3_J9619,1913,1602,1604,1999,2218,1794,2046,2241
Phatr3_J32027,449,275,286,384,415,340,512,611
Phatr3_J24775,2556,1613,1941,1548,1923,1941,2864,2824
Phatr3_J42917,567,588,541,595,676,567,783,875
EPrPhatr3G00000013102,0,2,6,0,3,0,91,61
Phatr3_J42918,507,511,269,531,482,349,474,504
Phatr3_J32031,888,827,893,1094,1002,896,625,762
Phatr3_J9606,156,111,136,153,141,183,171,190
Phatr3_J8975,239,127,372,478,482,491,682,734
Phatr3_J42920,573,548,327,513,504,438,1511,1517
Phatr3_J8891,1255,1041,882,1062,1075,971,718,798
Phatr3_J32036,1011,1466,275,330,395,386,1013,1125
Phatr3_J24783,550,493,458,568,669,437,319,426
Phatr3_J32038,402,447,300,366,391,306,293,386
Phatr3_J8737,3835,2150,2051,2445,2951,2453,2099,2121
Phatr3_J42926,449,545,259,281,246,271,140,177
Phatr3_J32041,123,100,77,150,135,101,230,250
Phatr3_J42927,523,396,328,389,396,431,551,732
Phatr3_J42928,863,528,551,541,596,604,511,622
Phatr3_J42929,401,341,389,464,532,340,218,227
Phatr3_EG02406,1448,1335,1160,1332,1323,1122,1255,1454
Phatr3_J8990,701,896,450,747,880,713,342,365
Phatr3_J9634,546,266,538,477,355,441,924,1049
Phatr3_EG01805,0,0,0,2,1,0,0,0
Phatr3_J42932,1394,1010,932,940,1063,1090,653,611
Phatr3_EG01883,2999,2034,2708,2373,2842,2484,1646,1542
Phatr3_J42934,382,515,304,538,855,529,490,678
Phatr3_J42935,1024,741,473,584,729,732,449,541
Phatr3_EG01808,508,426,309,389,433,373,345,404
Phatr3_J24792,1055,1047,689,707,884,881,449,566
Phatr3_J9267,691,576,630,773,808,610,2100,2461
Phatr3_J51422,1077,913,968,1019,1238,1243,991,1082
Phatr3_J32057,20,10,17,16,10,19,74,45
Phatr3_EG01758,0,0,0,0,0,0,0,0
Phatr3_EG01800,0,0,0,0,0,0,0,0
Phatr3_J42940,1190,889,844,807,990,962,5112,5298
Phatr3_J42941,1210,965,878,716,1103,785,727,920
Phatr3_J42942,3178,2166,2133,2255,3023,2517,2589,2864
Phatr3_EG01847,0,0,0,0,0,0,0,0
Phatr3_J42944,1435,919,1008,1096,1114,925,901,986
Phatr3_EG02410,2312,1757,1313,1861,2010,1700,1679,1753
Phatr3_J42946,1273,1002,896,1171,1109,997,800,898
Phatr3_J32065,347,321,313,418,354,333,458,501
Phatr3_J8678,588,541,249,489,454,402,8059,8259
Phatr3_EG01810,0,0,0,0,0,0,0,0
Phatr3_J42948,904,896,822,768,882,830,3810,4073
Phatr3_J42949,4183,4062,2720,5841,5481,3748,12543,16470
Phatr3_J42950,192,251,180,286,374,187,293,342
Phatr3_J42951,1781,1127,1579,1426,1786,1364,591,699
Phatr3_J32071,2233,971,5459,6449,5233,6073,937,1111
Phatr3_J17671,4053,4547,4018,5161,5182,4585,1771,2047
Phatr3_J42953,397,303,260,282,306,290,248,257
Phatr3_EG01804,1410,1559,905,1339,1370,984,1375,1714
Phatr3_J8918,719,686,659,818,869,656,503,574
Phatr3_J42955,134,91,87,113,121,112,254,300
Phatr3_J42956,438,459,318,406,437,405,435,463
Phatr3_J42957,2616,2217,1670,2234,2550,1877,873,1096
Phatr3_J42958,999,838,814,1068,1217,964,707,821
Phatr3_J42959,377,279,375,325,366,330,432,475
Phatr3_J42960,243,175,163,151,205,139,977,1065
Phatr3_EG01771,717,486,491,505,593,433,191,290
Phatr3_J42962,682,1007,531,1229,1351,841,301,433
Phatr3_EG01799,0,0,0,0,0,0,0,0
Phatr3_J32083,455,404,564,640,791,624,827,928
Phatr3_J42963,570,609,507,606,666,565,742,790
Phatr3_EG02196,830,607,759,673,942,932,1113,1082
Phatr3_EG02184,497,459,578,709,958,488,502,453
Phatr3_J2761,1128,1017,779,1081,1228,919,6168,6887
Phatr3_J32087,1093,920,685,878,1061,625,2459,2756
Phatr3_EG01870,2030,2107,1716,2477,2793,2174,2309,2488
Phatr3_J17683,1299,1189,1148,1293,1375,1131,6185,6492
Phatr3_J42968,1307,1110,875,1077,1183,1122,827,1066
Phatr3_J54015,8384,6118,9838,13765,12074,11500,7579,9225
Phatr3_J42970,1106,888,1222,1459,1468,1340,1584,1883
Phatr3_J42971,428,400,306,371,383,356,627,589
Phatr3_J42972,257,224,159,259,212,195,306,305
Phatr3_J32094,239,176,165,210,189,133,1438,1815
Phatr3_J32095,221,241,124,194,335,231,425,482
Phatr3_J24820,14765,14411,16370,22694,22778,20727,8507,10547
Phatr3_J32097,56,31,22,14,24,39,124,116
Phatr3_J42975,1020,984,729,979,1019,959,790,825
Phatr3_J32099,396,239,318,276,336,303,393,455
Phatr3_J8987,6611,5326,3490,3557,3897,4901,2498,2859
Phatr3_EG01829,0,0,0,0,0,0,1,2
Phatr3_J42977,1127,1354,806,1036,1330,884,491,752
Phatr3_J42978,2180,1793,1900,1600,1815,2018,2337,2783
Phatr3_J54017,8250,7072,10980,14370,12761,11301,1194,1489
Phatr3_J42980,1954,1684,2084,2936,3308,2618,1569,1631
Phatr3_J42981,674,631,1144,1850,1810,1327,1025,964
Phatr3_J42982,1838,1240,1071,1231,1192,1531,2478,2839
Phatr3_J51430,2932,2809,1749,2944,2648,2446,1618,1666
Phatr3_EG01755,0,0,0,0,0,0,2,1
Phatr3_J54019,0,0,2,3,1,1,17,38
Phatr3_J7114,519,553,438,615,701,444,833,907
Phatr3_J24838,788,695,671,675,871,790,816,848
Phatr3_EG01763,46,81,20,74,81,52,59,108
Phatr3_EG02405,5345,4882,2443,3493,4177,3434,2949,3360
Phatr3_J8970,1523,1004,924,1059,1350,1343,2019,2165
Phatr3_J32113,768,817,479,763,893,636,823,951
Phatr3_J42989,635,810,567,836,1023,609,435,662
Phatr3_J42990,2074,1932,1453,2193,2306,1948,837,996
Phatr3_J17720,1049,1124,730,1377,1658,1011,611,756
Phatr3_J8815,1655,1668,1321,1407,1764,1222,950,1172
Phatr3_J32118,476,398,404,552,550,419,97,123
Phatr3_EG01830,0,0,0,0,0,0,0,0
Phatr3_EG01850,0,0,0,0,0,0,0,0
Phatr3_EG01834,0,0,0,0,0,0,0,0
Phatr3_J32119,0,0,0,0,0,0,0,0
Phatr3_J32120,1248,892,1023,990,1172,1014,618,721
Phatr3_EG01859,0,0,0,0,0,0,0,0
Phatr3_J42993,3117,1813,2263,2074,3074,2344,1751,1740
Phatr3_J9143,1851,1645,1309,1640,1913,1451,1268,1487
Phatr3_J42995,638,462,391,459,668,438,361,419
Phatr3_J42996,2257,1857,1616,1538,2182,1957,2323,2444
Phatr3_J42997,382,269,255,361,443,337,457,419
Phatr3_J42998,2869,2203,1719,2173,2609,2505,1743,2002
Phatr3_J5588,361,352,177,422,510,262,132,155
Phatr3_J17728,1419,858,801,910,941,1137,1423,1581
Phatr3_J9161,873,949,787,883,790,745,318,357
Phatr3_J32129,54,75,81,76,100,55,200,213
Phatr3_J8810,1036,892,681,976,1167,1011,938,901
Phatr3_J24865,3752,2922,3428,3860,4139,3604,2410,2920
Phatr3_J32132,583,465,460,604,725,510,302,386
Phatr3_J8827,654,446,592,627,552,662,279,417
Phatr3_J54026,3954,2938,2436,2532,2984,2561,1000,1394
Phatr3_J9388,1654,1708,1001,1433,1522,1146,666,822
Phatr3_J9625,882,652,632,704,713,761,1047,1073
Phatr3_J43008,1858,1633,905,1421,1242,1175,1028,1188
Phatr3_J107,11723,7899,6111,8694,8386,7832,9266,10843
Phatr3_J32139,788,795,561,532,599,679,599,699
Phatr3_J43010,906,770,680,569,727,693,540,537
Phatr3_J9231,2516,2368,1684,2222,2464,2024,1304,1524
Phatr3_J9157,3172,3288,2248,2885,3164,2863,1355,1830
Phatr3_J43013,646,614,395,503,535,436,776,813
Phatr3_J32144,735,615,693,533,602,681,582,678
Phatr3_J8802,2622,2396,3489,3809,4357,3318,1696,2291
Phatr3_J9529,1162,727,719,640,823,919,750,767
Phatr3_J43016,3206,3650,1770,2793,2723,2391,1176,1464
PTsRNA00019a,0,0,0,0,0,2,0,1
Phatr3_EG01750,855,721,600,696,702,656,646,632
Phatr3_J43018,1612,1184,1242,1203,1464,1327,1262,1555
Phatr3_J43019,1502,1097,942,1139,1267,1206,664,811
Phatr3_J43021,733,461,458,491,536,400,392,527
Phatr3_EG01757,745,756,738,757,758,616,454,728
Phatr3_J43022,1400,1032,1161,1117,1115,1104,756,873
Phatr3_EG01780,0,0,0,0,0,0,0,0
Phatr3_EG01754,0,0,0,0,0,0,0,0
Phatr3_EG01795,0,0,0,0,0,0,0,0
Phatr3_J43023,1373,984,1108,754,834,910,986,1015
Phatr3_J43024,1283,1166,467,434,397,565,355,384
Phatr3_J43025,462,350,122,249,199,234,116,98
Phatr3_J43026,1068,823,691,1117,1024,860,493,522
Phatr3_EG01812,741,809,466,710,623,498,687,694
Phatr3_J43027,555,419,411,386,425,424,1705,1732
Phatr3_J24886,5426,7410,2934,6737,6632,3915,2533,3668
Phatr3_EG01837,0,0,0,0,0,0,0,0
Phatr3_J32160,595,619,573,646,742,466,321,432
Phatr3_J43029,1972,1459,1258,1404,1352,1478,758,785
Phatr3_J9235,1021,1324,546,950,773,893,341,317
Phatr3_J54027,24825,23844,24697,29834,33222,23572,8471,11075
Phatr3_J17766,37688,34326,42137,47208,54747,41498,11375,14482
Phatr3_J9476,1251,1110,528,436,445,639,1116,1194
Phatr3_EG02193,1768,1725,1709,1928,2423,1256,889,1252
Phatr3_EG02181,2161,1427,2065,1764,1923,2105,1551,1869
Phatr3_J43034,1416,1133,913,1427,1785,1446,983,1055
Phatr3_J17772,4364,4298,1696,2386,2387,2511,1500,1696
Phatr3_J54028,2557,2017,1227,1651,2155,1712,1115,1354
Phatr3_EG02167,4301,3581,2267,5208,5965,3782,787,855
Phatr3_EG01831,0,0,0,0,0,0,0,0
Phatr3_EG02166,1671,1192,1598,1323,1759,1248,331,525
Phatr3_J43038,2045,1393,1160,1557,1673,1606,949,1299
Phatr3_J8773,2114,1767,1014,1703,1884,1305,1160,1559
Phatr3_J32173,918,735,596,809,774,830,675,811
Phatr3_EG01788,319,188,333,343,410,343,178,252
Phatr3_J43040,6965,6267,5124,5459,6155,4654,2579,3821
Phatr3_J43041,1144,1111,1842,2567,2271,2157,692,762
Phatr3_J32176,1355,997,783,806,984,912,585,605
Phatr3_J43043,532,399,425,484,511,478,343,357
Phatr3_J32178,528,488,449,523,501,613,217,322
Phatr3_J43044,2119,2555,1853,3163,3240,2417,2778,2962
Phatr3_J9210,12410,13253,7583,11590,11727,10529,3891,4037
Phatr3_J43046,2071,1844,810,741,989,862,897,1058
Phatr3_J43047,1422,1126,983,970,1092,1053,814,929
Phatr3_J32183,1,2,3,1,1,0,2,13
Phatr3_J17779,1475,1673,1061,1227,1338,1243,1849,2057
Phatr3_J9137,293,245,244,289,367,280,203,251
Phatr3_J24915,805,429,705,669,658,816,920,918
Phatr3_J43051,539,718,775,682,1152,937,657,863
Phatr3_J43052,426,519,346,549,506,387,4089,4124
Phatr3_J9372,1996,2085,1022,1326,898,1081,1178,1215
Phatr3_J9017,407,375,226,291,263,236,288,331
Phatr3_J32191,243,202,160,223,293,216,205,270
Phatr3_J24922,746,637,571,528,529,503,268,366
Phatr3_J43055,2063,2421,630,905,704,833,336,413
Phatr3_J43056,1775,1736,1337,1707,1948,1595,1617,1793
Phatr3_J32195,782,650,738,677,757,704,642,722
Phatr3_EG01842,0,0,0,0,0,0,0,0
Phatr3_J43057,1007,797,780,829,1103,1016,890,929
Phatr3_J43058,1507,1380,2399,3292,2858,2387,1254,1473
Phatr3_J32198,434,438,564,599,735,500,795,998
Phatr3_J17794,455,403,335,519,636,519,521,524
Phatr3_J43060,1775,1530,2694,3945,3873,3103,787,919
Phatr3_J43061,2013,1969,2878,3335,3054,2545,1359,1506
Phatr3_J32202,337,372,289,363,494,431,287,343
Phatr3_J41701,817,750,494,695,640,548,459,407
Phatr3_J43063,658,739,614,858,1205,853,551,703
Phatr3_J41702,5821,6305,4424,7616,8102,6911,2953,3388
Phatr3_J43065,350,289,216,277,294,293,455,594
Phatr3_EG01796,552,524,438,398,460,428,461,598
Phatr3_J43067,223,200,176,180,194,192,156,218
Phatr3_J43068,962,731,666,662,776,757,1077,1300
Phatr3_J43069,1653,1481,1256,1799,2168,1921,722,943
Phatr3_J43070,1111,1258,1206,1277,1874,1213,795,998
Phatr3_J43071,1414,1076,951,1157,1271,1196,770,904
Phatr3_J43072,363,439,395,475,513,352,384,435
Phatr3_J43073,647,542,519,399,516,502,407,511
Phatr3_J43074,421,347,427,414,371,344,273,372
Phatr3_J24935,650,518,306,427,517,472,394,513
Phatr3_J43076,363,366,215,378,356,285,135,229
Phatr3_J32218,593,535,975,1419,2481,1328,1718,1532
Phatr3_J32219,368,315,701,1111,1035,715,1045,1144
Phatr3_EG02402,1095,1127,1097,1769,1911,1320,1408,1566
Phatr3_EG01862,41,44,46,38,69,46,46,50
Phatr3_J43079,807,610,808,656,718,649,705,801
Phatr3_J1690,3040,2188,1810,2453,2157,2278,974,1198
Phatr3_EG01802,1170,665,941,1080,908,977,616,739
Phatr3_J43081,3174,2803,2060,2254,2698,2297,1129,1519
Phatr3_J9316,3860,1920,4704,5201,5482,5562,8492,9921
Phatr3_J43083,35,31,16,38,38,23,73,92
Phatr3_J43084,943,702,576,596,619,635,462,523
Phatr3_J43085,1989,1307,1603,1246,1849,1524,1830,2240
Phatr3_J43086,604,546,432,600,629,556,602,636
Phatr3_J43087,32,71,37,80,102,20,235,277
Phatr3_J43088,715,594,558,778,792,671,702,698
Phatr3_J43089,546,368,336,373,386,436,424,484
Phatr3_J43090,350,269,268,366,404,329,206,262
Phatr3_J54038,1235,1395,471,453,507,665,205,248
Phatr3_J43092,307,280,275,264,317,276,229,291
Phatr3_J43093,294,274,271,306,250,244,306,348
Phatr3_J9005,3936,2593,2757,3586,4146,3178,3739,4162
Phatr3_J32237,1926,1779,2666,3702,3540,2426,2232,2752
Phatr3_EG02450,875,600,652,590,762,492,6169,6281
