gene_name,Asn_1,Asn_2,Asn_3,Nitrate_1,Nitrate_2,Nitrate_3,Ni_N1,Ni_N2,Ni_N3,Ni_SM1,Ni_SM2,Ni_SM3
Phatr3_J44666,4042,2379,4685,1646,1831,1501,2419,2034,2676,2118,2088,5210
Phatr3_J34146,6416,7837,8582,5553,8154,1953,8063,6829,11170,1975,2936,3810
Phatr3_J34147,410,266,566,364,347,329,459,481,781,340,382,708
Phatr3_J44667,853,1005,1133,372,503,676,768,461,705,230,344,608
Phatr3_J51714,929,692,1313,670,765,546,847,741,1012,877,1042,3592
Phatr3_J7026,774,609,847,470,562,361,673,533,745,707,770,1474
Phatr3_EG01607,2,1,0,3,0,0,0,3,4,6,8,34
Phatr3_J44670,608,460,695,420,520,249,445,511,854,805,845,1459
Phatr3_J44671,2852,2084,3305,1607,2014,1270,2370,1975,3147,1254,1336,2376
Phatr3_J10674,268,349,510,141,315,161,336,240,350,134,269,274
Phatr3_EG01580,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J44673,1096,873,1383,866,1140,709,1386,1315,1854,796,829,1300
Phatr3_J41857,171,128,159,353,695,226,636,321,576,531,586,1264
Phatr3_J11083,245,185,256,162,264,223,230,205,335,94,98,309
Phatr3_J34157,684,696,723,537,964,429,921,612,1007,326,399,753
Phatr3_J26336,761,900,1181,411,375,127,452,348,639,246,312,455
Phatr3_J10934,616,421,836,466,415,318,473,458,700,326,368,497
Phatr3_J44677,200,141,245,166,163,128,172,151,223,568,612,950
Phatr3_J19211,1101,653,1495,985,813,742,1047,897,944,549,620,1485
Phatr3_J44679,1178,1145,1506,949,1069,1621,1531,780,1069,811,884,1146
Phatr3_J44680,223,162,364,92,166,236,231,98,207,99,132,531
Phatr3_EG02386,1274,984,1641,844,897,748,941,894,1377,664,772,1227
Phatr3_J10893,1413,1098,1649,748,1015,660,1055,1003,1451,715,905,1370
Phatr3_J44684,465,435,807,287,172,375,303,181,352,562,793,973
Phatr3_J34168,540,456,621,300,509,330,537,482,682,311,380,635
Phatr3_J26346,2897,2110,3421,1775,2163,1028,2373,2121,3155,1276,1604,3649
Phatr3_J10757,2925,3284,3459,1966,3339,904,3933,2733,4881,1221,1659,2319
Phatr3_J44687,599,686,687,154,289,18,304,231,375,121,151,307
Phatr3_J44688,180,103,168,173,222,100,261,179,239,242,299,205
Phatr3_EG01609,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J10954,1908,1108,2246,1374,1566,1928,2014,1531,2155,799,834,2290
Phatr3_EG01591,55,43,75,21,15,74,33,28,38,541,480,1946
Phatr3_J44690,283,306,445,191,309,291,402,237,405,563,556,1442
Phatr3_J44691,16673,13675,21004,12498,15759,9429,16298,11931,21248,14497,16996,28573
Phatr3_EG01600,398,379,601,528,183,154,176,182,258,645,768,2020
Phatr3_EG01559,370,234,471,386,161,153,246,196,361,544,689,1440
Phatr3_EG01597,705,425,667,405,484,283,503,449,802,561,763,753
Phatr3_J44692,657,590,969,636,675,333,794,643,1074,1007,1079,2262
Phatr3_J34177,816,643,1097,1066,1029,386,958,911,1431,351,462,739
Phatr3_J11021,1209,836,1721,973,1027,1729,1542,1117,1635,2436,2917,4004
PTsRNA00010a,0,0,0,0,1,0,0,0,0,1,0,0
Phatr3_J44694,15318,14287,14667,13022,10550,8308,13314,8711,16909,11983,14091,27409
Phatr3_J34180,1,0,0,0,0,0,2,0,0,53,72,164
Phatr3_EG01551,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J44695,5397,4263,6963,2454,3393,2217,4499,3527,6078,1103,1641,2308
Phatr3_EG01586,591,470,779,470,486,415,542,446,651,511,542,846
Phatr3_J10852,907,1128,1134,335,648,517,628,447,764,816,954,1200
Phatr3_J26363,1724,1179,1842,696,776,461,713,712,1189,455,593,1245
Phatr3_J10988,4685,3989,4127,785,776,3353,976,1120,1264,1480,1573,4674
Phatr3_EG01565,184,106,237,120,96,86,99,105,162,142,181,258
Phatr3_EG01575,54,36,69,19,35,25,18,13,26,68,67,206
Phatr3_J44700,1035,917,1285,259,484,339,559,372,556,281,341,601
Phatr3_J50825,1070,1055,1272,649,940,350,874,764,1209,604,693,1173
Phatr3_J44702,489,400,583,185,322,161,357,337,492,324,342,512
Phatr3_J44703,4007,3079,6396,1278,1303,1145,1877,1404,1705,1135,1385,3594
Phatr3_J44704,7676,8902,11643,492,598,529,743,525,799,1632,1696,3544
Phatr3_J44705,688,451,911,480,449,471,557,440,576,1657,1724,3930
Phatr3_J34192,932,741,1019,563,852,678,821,695,1137,901,939,2317
Phatr3_J44708,2316,1587,3359,1497,1457,923,1358,1666,1947,1949,2088,6698
Phatr3_J4074,681,609,906,444,583,415,614,552,808,734,756,1242
Phatr3_J34196,62,31,85,54,65,79,71,53,75,88,101,133
Phatr3_J44709,981,753,1377,794,783,924,954,907,1281,625,769,1401
Phatr3_J19244,879,1051,1087,899,1282,805,1261,997,1582,492,723,864
Phatr3_J34199,220,133,260,207,195,209,260,224,319,219,319,664
Phatr3_J44711,1572,1076,2240,1161,1002,946,1561,1346,1606,536,557,1086
Phatr3_J44712,358,393,598,343,362,322,423,291,513,225,222,639
Phatr3_J54289,1784,1460,2165,877,911,320,1350,1276,1906,684,728,1058
Phatr3_J44715,987,834,1090,837,988,786,965,907,1441,633,659,1213
Phatr3_J34205,205,197,327,192,155,123,247,148,265,144,186,319
Phatr3_EG01311,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J44716,1092,756,1715,738,680,586,861,752,932,5948,6079,20141
Phatr3_J26375,159,230,229,76,207,67,154,139,202,357,469,881
Phatr3_J34208,1,0,0,0,0,0,0,0,0,4,15,7
Phatr3_J34209,18,27,14,23,35,21,33,29,33,14,21,12
Phatr3_J44719,299,212,435,238,149,173,168,203,275,336,412,765
Phatr3_J4563,574,433,664,393,450,308,562,465,611,338,423,738
Phatr3_J26382,658,669,655,1023,1547,295,1373,1266,2070,252,296,575
Phatr3_EG01336,176,170,213,159,150,96,196,174,277,144,214,248
Phatr3_J44722,823,736,1097,561,596,374,693,543,939,485,540,1199
Phatr3_J11490,848,488,1200,599,701,663,649,673,1000,223,207,601
Phatr3_J26387,1129,873,1423,719,992,821,1102,1013,1470,751,797,1451
Phatr3_J34216,108,89,148,102,109,88,134,115,147,160,208,371
Phatr3_J34217,196,190,330,233,215,218,257,197,381,197,292,412
Phatr3_EG02082,1147,931,2414,1375,1414,1359,1669,921,1298,584,869,1365
Phatr3_EG02083,16,21,33,18,34,32,39,16,22,19,36,98
Phatr3_J44725,2512,3989,3668,2479,4018,3023,4634,2025,2939,1055,1643,2516
Phatr3_J11358,154,161,212,128,188,139,209,141,223,142,150,296
Phatr3_J44727,197,155,293,238,195,165,205,207,260,386,358,973
Phatr3_EG02088,649,458,823,426,351,206,474,375,544,398,433,1222
Phatr3_EG02079,44,20,59,56,25,8,46,45,49,104,90,643
Phatr3_J44729,816,599,1019,663,834,444,970,657,1039,795,877,2104
Phatr3_J51720,1403,979,1652,1173,1468,848,1632,1329,1608,3794,3825,12098
Phatr3_J34225,141,136,191,75,181,93,166,160,204,72,78,223
Phatr3_J1473,879,584,1004,443,586,651,575,616,816,542,642,997
Phatr3_EG01310,16,7,39,31,6,15,16,9,17,294,312,1221
Phatr3_J44732,95,121,198,140,139,110,183,127,178,876,944,2094
Phatr3_J44733,222,137,250,143,183,134,199,173,242,6777,7418,12652
Phatr3_J34229,575,416,896,325,311,398,420,341,432,541,570,1193
Phatr3_J34230,260,218,287,181,165,136,176,205,248,230,278,742
Phatr3_J44735,229,191,275,108,171,114,182,122,252,120,191,325
Phatr3_J11441,1622,1318,1811,900,1419,898,1632,1252,1843,724,883,1753
Phatr3_J34233,119,114,189,114,150,239,128,94,103,44,29,143
Phatr3_J44737,30,16,27,33,43,92,81,43,71,40,43,49
Phatr3_J44738,1207,853,1609,1058,1052,982,1075,1011,1514,927,1015,2182
Phatr3_J44739,1797,982,2250,933,946,1166,1281,1122,1615,961,1042,2455
Phatr3_J11174,2453,1836,2456,2239,3351,2163,3269,2452,4393,3054,3314,5573
Phatr3_J26405,57,54,85,29,72,54,91,56,99,222,251,777
Phatr3_J44742,484,274,814,464,281,510,550,373,481,4058,3887,12874
Phatr3_EG01290,494,706,628,475,861,663,925,471,973,305,358,514
Phatr3_J44743,1110,766,1498,699,734,549,843,787,1055,698,815,1693
Phatr3_J34241,376,311,449,188,232,88,195,212,321,125,242,289
Phatr3_J44744,1141,838,1348,689,750,538,841,778,931,734,758,1744
Phatr3_J44745,2517,1715,3523,1379,1269,1139,1555,1370,1940,1070,1192,3424
Phatr3_J34244,854,499,1205,671,389,596,593,544,760,554,531,1322
Phatr3_EG01301,3299,3548,4198,1567,2826,2997,3799,2317,3795,841,1167,1940
Phatr3_J34245,19,33,42,6,53,25,36,11,22,1,14,3
Phatr3_EG01285,194,395,1006,167,378,302,526,91,136,32,178,175
Phatr3_J44747,298,237,466,204,293,122,323,261,374,1478,1776,4214
Phatr3_J34247,726,535,842,739,946,564,1009,831,1318,996,1099,1683
Phatr3_J44748,3194,2754,3743,2849,3806,1588,4151,3184,5789,5677,6890,7967
Phatr3_J44749,1420,1227,2024,1149,1229,915,1534,1351,2204,2916,3175,9788
Phatr3_J44750,1221,881,2231,1089,824,737,1157,869,1257,888,999,3780
Phatr3_J44751,995,660,1314,931,760,702,887,1058,1251,742,840,2273
Phatr3_J34252,2,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J8511,32,13,37,28,44,40,59,28,49,69,99,98
Phatr3_J44752,113,120,153,98,80,96,105,95,107,195,243,782
Phatr3_J44753,374,305,587,253,206,179,257,317,352,753,795,2386
Phatr3_EG01321,517,462,668,294,331,110,365,350,443,822,815,1624
Phatr3_EG01305,75,100,130,40,108,33,81,69,83,114,176,220
Phatr3_J11236,402,339,574,332,489,468,577,440,638,346,429,626
Phatr3_J44756,1112,1258,1448,1631,1036,917,1172,776,1258,1610,1854,5580
Phatr3_J44757,972,850,1401,944,840,740,1172,854,1341,871,1140,2012
Phatr3_J44758,801,609,1047,661,431,471,596,643,939,2462,2627,5895
Phatr3_J34261,152,108,243,134,177,129,119,134,169,1157,1498,2947
Phatr3_J44759,25,30,85,43,44,57,87,67,76,180,219,800
Phatr3_J11183,409,366,421,367,479,500,564,434,687,4222,4656,10016
Phatr3_J44761,434,283,527,322,259,512,525,312,522,11873,11423,26385
Phatr3_J44762,896,844,1208,630,771,635,1018,752,1035,1434,1488,3281
Phatr3_EG02649,1502,1725,2092,1232,1471,626,1578,1287,2071,929,1305,1716
Phatr3_J54296,201,145,261,150,159,192,161,162,220,110,143,437
Phatr3_EG01324,6,5,3,0,12,8,3,0,2,7,11,55
Phatr3_J5537,1256,690,1328,881,969,625,1153,1048,1797,937,1022,2005
Phatr3_J44765,2486,1617,3342,1694,1800,2286,2119,1641,2335,3547,3610,14568
Phatr3_EG01332,0,0,0,0,0,0,0,0,0,3,7,19
Phatr3_J34270,1,1,5,0,4,0,1,0,0,1,6,24
Phatr3_EG02646,608,619,884,358,496,388,590,379,607,835,932,2572
Phatr3_J44767,2223,1471,2824,1622,1858,1761,2487,1984,2520,3885,4123,11099
Phatr3_J34273,296,201,365,275,231,172,239,214,340,269,284,560
Phatr3_J11387,1612,1456,2786,1159,998,1074,1533,1160,1740,844,1089,2104
Phatr3_EG01322,152,196,182,146,184,155,262,167,328,93,111,274
Phatr3_J34275,506,540,599,287,492,289,433,333,553,293,349,624
Phatr3_EG02357,5028,4854,6116,3130,5021,2398,4825,4420,7331,1262,1307,2033
Phatr3_J44770,17353,16123,20098,16381,19952,12750,20984,18323,29872,5025,5652,10383
Phatr3_J26422,2784,2764,3241,2398,3325,2332,3250,2877,4373,1320,1392,2870
Phatr3_J11313,853,731,1363,1239,937,868,1162,1036,1457,1558,1786,4096
Phatr3_J34280,377,377,464,319,425,276,443,342,509,664,711,1316
Phatr3_J44773,2605,2251,3203,1334,1868,1167,2203,1875,2848,1318,1556,4097
Phatr3_J44774,454,354,450,138,251,100,231,293,426,370,323,1046
Phatr3_EG02648,758,720,1106,590,710,533,985,912,1299,575,808,1260
Phatr3_J44776,2175,1567,2374,1252,1819,1278,1778,1817,2750,2111,2193,5141
Phatr3_EG01295,625,434,900,571,631,501,564,686,935,442,481,1016
Phatr3_J51727,1053,808,1529,1082,1081,929,960,964,1414,2395,2928,4580
Phatr3_J19300,6152,4728,7603,4050,5709,4270,6428,5144,7637,3229,3810,6930
Phatr3_J34287,1032,934,1294,866,958,726,1158,922,1298,909,1157,2012
Phatr3_J44779,3421,2807,4187,2061,2347,1487,2666,2563,3297,2816,2754,7220
Phatr3_J11154,835,631,1145,872,926,639,892,785,1134,1831,2170,6509
Phatr3_J44781,784,599,1190,732,573,571,663,709,980,489,567,1368
Phatr3_J44782,901,755,1083,692,840,367,889,886,1227,265,369,701
Phatr3_J26432,6191,7516,8218,5033,6602,4688,7083,5816,8894,3890,4990,6787
Phatr3_J44784,419,434,615,224,204,200,313,228,374,230,276,479
Phatr3_J34295,483,391,507,257,202,102,240,273,437,295,377,654
Phatr3_J44785,1082,728,1297,512,505,321,637,527,732,497,566,907
Phatr3_EG01334,2469,2341,4280,2764,2853,2449,3248,2486,3616,1068,1455,2572
Phatr3_J11390,2707,2471,3358,2364,2667,1155,3154,2917,3710,1545,1539,4683
Phatr3_EG02645,1163,3184,2718,999,1349,550,1625,846,935,1290,1283,3349
Phatr3_J11281,1381,1117,1540,1342,2029,1242,1897,1703,2242,650,859,1453
Phatr3_J34301,715,582,904,581,562,393,546,586,837,405,475,1005
Phatr3_J34302,799,731,975,1188,1092,794,1259,950,1410,1514,1604,3043
Phatr3_J34303,495,474,768,477,444,370,470,428,587,255,341,961
Phatr3_J44790,1230,1024,1554,1122,1279,1026,1270,1414,1809,929,1075,2113
Phatr3_J19314,7261,9443,10906,8062,11217,2737,11576,8860,13912,2647,3579,5803
Phatr3_J44792,352,316,460,219,271,187,436,346,404,1808,1762,4884
Phatr3_J34307,61,48,84,44,61,15,71,32,97,5722,5904,13586
Phatr3_J44793,506,457,634,398,494,384,621,474,770,405,532,667
Phatr3_J44794,821,1024,1051,302,320,22,386,453,675,472,485,1608
Phatr3_EG01319,174,141,319,195,188,309,248,202,224,565,589,2083
Phatr3_J11273,187,180,261,254,352,353,501,279,378,1200,1195,2879
Phatr3_EG02647,1166,871,1360,778,969,307,1079,1059,1718,404,601,593
Phatr3_J44797,412,411,519,324,431,299,424,367,620,515,508,955
Phatr3_J44798,474,438,694,562,494,307,439,487,728,969,1088,2518
Phatr3_J44799,964,614,1381,941,661,290,659,682,965,4305,4491,15397
Phatr3_J44800,1717,1618,2109,2170,1205,1247,1558,929,1978,22899,25401,52077
Phatr3_J44801,152,135,189,99,137,105,180,102,194,366,361,1087
Phatr3_J34317,338,298,499,292,272,190,268,305,354,707,623,1950
PTsRNA00003a,5,12,25,15,14,5,5,4,13,27,42,94
Phatr3_J11458,1788,2034,2040,1605,1912,269,1731,2015,2828,612,844,1324
Phatr3_J44803,614,502,914,391,491,330,470,451,761,1340,1524,3911
Phatr3_J44804,2385,2271,2677,1525,2117,1212,2123,1835,2933,1633,2078,3568
Phatr3_J34321,1201,1114,1749,1064,1187,957,1439,1344,2029,745,1178,1494
Phatr3_J4700,666,726,827,595,879,564,1019,743,1051,445,625,786
Phatr3_J44806,1217,884,1369,698,1100,1113,1088,1051,1590,759,918,1471
Phatr3_J34324,477,419,715,400,499,231,431,409,677,272,406,613
Phatr3_J44807,351,551,434,51,49,9,85,58,86,87,47,278
Phatr3_EG01287,2361,2745,3694,1422,1917,1648,3051,1650,2977,1587,2145,3429
Phatr3_J44809,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J11144,1543,1050,1633,563,863,507,958,901,1415,2659,2673,5929
Phatr3_J19324,2139,1734,2774,1505,1832,1273,2165,1856,3011,1155,1199,3736
Phatr3_EG01286,4176,4830,4908,3446,4316,3097,4282,3364,5436,2605,2912,6370
Phatr3_J19329,663,567,771,222,419,496,662,404,616,1627,1970,2730
Phatr3_J44814,2602,1699,2757,1281,1805,1131,2142,1913,2216,2399,2432,3881
Phatr3_J44815,263,160,278,121,203,161,231,199,252,335,292,1077
Phatr3_J44816,369,303,434,189,427,565,399,329,384,392,392,983
Phatr3_J19333,1105,928,1446,545,1097,789,1001,781,1274,374,440,743
Phatr3_J11131,548,537,678,381,525,246,483,506,691,691,718,2022
Phatr3_J34337,210,170,288,290,249,188,237,195,274,400,340,818
Phatr3_J44818,1028,1005,1591,743,916,555,890,785,1107,851,918,2171
Phatr3_J41875,1280,1070,1593,1134,1537,582,1369,1414,2154,603,663,1283
Phatr3_J34340,217,169,309,231,195,359,242,215,351,128,129,244
Phatr3_J44820,515,430,781,536,490,652,570,411,630,139,193,389
Phatr3_EG02354,11512,12084,13392,7036,15364,11958,14184,10967,19870,4114,5692,6541
Phatr3_EG02352,3990,3295,5164,3254,4026,4103,4328,3712,5462,1359,1572,3098
Phatr3_J44825,647,492,837,587,657,628,750,706,963,962,982,2518
Phatr3_J19341,2635,2400,3583,2880,3128,2466,3535,2689,4183,1642,2120,3070
Phatr3_J11217,3006,2738,3875,2001,2610,2930,4138,2290,3691,4374,5347,8961
Phatr3_J44828,7304,5345,9236,4280,4260,4916,5416,4832,7185,21793,24678,44865
Phatr3_J44829,881,744,1180,727,916,746,796,872,1389,585,679,1289
Phatr3_J11248,1510,1500,1978,1723,1686,1244,1741,1690,2176,1454,1799,3470
Phatr3_J44830,362,293,441,167,252,147,259,230,326,360,408,1206
Phatr3_J44831,3801,3020,3763,2985,4534,1512,4108,3997,7015,1407,1614,2845
Phatr3_EG02351,3227,2956,3694,1949,3156,2389,3148,2606,4137,1841,2005,3481
Phatr3_J44833,1948,1815,1872,1365,1983,376,1842,1865,3293,906,1056,1999
Phatr3_J34358,86,73,110,23,17,6,29,31,52,16,24,70
Phatr3_J11288,332,464,397,83,89,6,73,122,217,51,79,152
Phatr3_J44835,776,1054,860,105,175,72,222,171,224,728,822,1134
Phatr3_J44836,68,50,75,33,21,7,30,35,44,210,203,843
Phatr3_EG02077,0,0,0,0,0,0,0,1,1,0,0,0
Phatr3_EG02090,149,109,196,167,80,65,100,152,235,95,84,214
Phatr3_EG01328,0,0,4,0,0,0,0,0,0,0,3,1
Phatr3_J34363,11,20,16,8,3,1,4,6,8,7,13,15
Phatr3_J11434,258,429,296,115,105,5,86,135,216,57,100,170
Phatr3_J44838,719,927,828,78,155,53,118,77,168,164,169,288
Phatr3_J44839,88,58,74,19,26,23,33,31,44,300,270,963
Phatr3_EG02075,10,7,11,15,3,4,7,6,3,6,6,33
Phatr3_EG02085,0,0,0,0,0,0,0,2,0,0,0,0
Phatr3_J11402,971,904,1186,896,871,620,1005,852,1273,740,960,1600
Phatr3_J11285,1338,1035,1719,958,1206,827,1260,993,1559,1155,1345,3002
Phatr3_J11189,4110,4200,3542,3304,6269,711,5667,5105,9178,7851,8410,17642
Phatr3_J34371,898,1049,1133,725,935,429,953,911,1339,542,599,1575
Phatr3_EG01298,14,10,14,9,14,5,6,8,22,2,1,0
Phatr3_J11337,3385,2076,3146,1486,1834,798,1522,1677,2832,429,584,677
Phatr3_J34373,2531,2557,3257,552,596,393,616,710,1029,1054,1066,1938
Phatr3_J44844,829,886,971,436,413,162,480,490,700,317,409,671
Phatr3_J44845,2730,1562,3084,1261,1447,1083,1645,1615,2142,602,667,1370
Phatr3_EG02080,811,632,1216,652,610,676,691,737,1071,874,915,1474
Phatr3_EG02086,204,231,719,277,223,230,247,183,245,301,432,792
Phatr3_EG02087,886,561,1567,852,602,1035,679,706,842,1184,1349,5652
Phatr3_EG02347,9808,5898,13359,8310,6783,4711,6314,7440,8422,3212,3434,9837
Phatr3_J44848,2211,1282,2922,1335,1710,1666,2472,1640,2214,826,948,2079
Phatr3_J11169,528,445,670,323,425,362,511,397,506,277,310,738
Phatr3_J44850,902,583,1348,806,751,993,769,707,1101,326,402,917
Phatr3_J44851,283,249,417,289,226,240,269,235,334,687,746,1708
Phatr3_EG02349,4352,4300,5352,2959,3698,2181,4209,3880,6138,2186,2349,4402
Phatr3_J34384,431,336,661,327,237,165,303,348,409,675,626,2236
Phatr3_J34385,250,226,313,147,173,78,221,220,273,289,291,535
Phatr3_J11259,239,222,341,113,256,157,263,237,284,379,447,1542
Phatr3_J432,7428,4089,8499,4429,5701,2919,6231,5691,7809,6720,7559,16326
Phatr3_EG01299,56,69,74,69,174,50,182,57,80,37,36,77
Phatr3_J44858,1274,1018,1612,983,1336,1465,1239,1168,1849,388,559,909
Phatr3_J44859,558,548,833,398,441,103,413,466,664,241,324,633
Phatr3_J26515,10039,9357,11914,9529,10875,6550,11450,10629,15344,3757,4581,7462
Phatr3_J34391,230,191,241,181,281,198,324,188,289,225,300,321
Phatr3_J34392,2608,2812,2910,2309,3300,2479,3735,2699,4040,1630,1979,2836
Phatr3_J259,1598,1286,1844,912,1312,545,1448,1107,1632,785,843,1927
Phatr3_J44863,578,599,714,316,449,67,592,405,655,448,647,1116
Phatr3_J44864,1358,1200,1549,1160,1677,667,1524,1172,2067,2119,2571,6143
Phatr3_EG01325,255,297,443,173,136,219,238,122,158,2765,3168,7525
Phatr3_J11145,673,577,1088,399,458,146,461,399,625,407,447,1136
Phatr3_EG01293,0,0,0,0,0,0,0,0,0,0,0,0
Phatr3_J2217,219,402,182,44,318,37,236,160,318,321,376,566
Phatr3_J44868,1164,726,1396,765,761,498,684,951,1387,751,815,2171
Phatr3_J1884,3850,4020,4262,3581,5989,3494,6298,4361,7172,1995,2283,3711
Phatr3_EG01283,650,529,1070,758,780,819,908,765,1144,246,289,552
Phatr3_J44871,750,604,721,624,639,565,776,693,1132,652,945,1935
Phatr3_J34403,32,25,30,52,33,119,75,58,76,369,520,1091
Phatr3_J4550,1089,929,1071,1307,1701,771,1700,1705,2437,1235,1426,2493
Phatr3_J19413,6234,8193,10418,8042,8837,2163,9556,6794,9869,2176,3154,4841
Phatr3_J44873,1086,1181,1236,588,1359,721,1265,969,1682,7544,8454,12210
Phatr3_J11308,306,260,373,395,344,285,363,325,472,1184,1281,3172
Phatr3_J11477,539,512,716,437,618,524,554,492,766,520,468,1197
Phatr3_J44874,165,136,243,180,155,292,225,241,331,62,103,262
Phatr3_EG01326,1033,1144,1549,988,1478,1185,1686,926,1444,697,767,917
Phatr3_J44876,1389,812,1224,936,1935,529,1766,1569,2511,2900,2793,5651
Phatr3_J44877,800,571,1024,587,725,589,623,659,979,436,485,787
Phatr3_J44878,2214,1471,2625,1462,1589,1576,2315,1589,2032,1809,2002,5063
Phatr3_J34413,283,164,284,232,288,230,316,242,289,239,248,693
Phatr3_J44879,935,704,1009,668,1098,591,1288,972,1380,443,500,1106
Phatr3_J34415,117,51,147,67,35,55,61,47,78,652,520,1677
Phatr3_J44880,1394,1068,1815,950,1192,995,1248,1208,1728,1180,1321,2681
Phatr3_J11160,959,627,1105,474,499,541,582,596,777,556,630,1431
Phatr3_J34418,248,270,418,228,359,142,289,212,312,196,236,291
Phatr3_J34419,318,440,415,295,532,135,593,428,582,658,644,1665
Phatr3_EG02346,1510,970,1181,1348,2052,582,1605,1808,2926,1049,1263,1605
Phatr3_J44882,437,392,570,368,562,290,581,542,841,513,567,1168
Phatr3_J34422,752,440,791,663,544,939,659,622,923,1167,1228,2249
Phatr3_J34423,0,1,2,4,0,0,1,2,0,1,0,0
Phatr3_J44884,508,401,614,519,523,367,517,528,782,1187,1208,2855
Phatr3_J34425,689,540,819,608,796,682,758,704,1071,903,928,3278
Phatr3_J44885,972,689,1468,553,592,648,726,663,836,536,624,1848
Phatr3_J44886,1018,739,1008,459,825,463,829,582,904,633,681,1407
Phatr3_J44887,1108,803,1202,908,1338,1085,1314,1198,1835,3347,3628,7382
Phatr3_J44888,2186,2044,3091,1511,1810,1398,2342,2097,3211,1034,1221,2766
Phatr3_J44889,2616,2210,3141,1136,963,1339,1365,934,1472,5548,5986,18049
Phatr3_J34431,394,319,557,382,476,360,470,459,612,412,444,1031
Phatr3_J34433,27,64,63,34,99,72,80,17,52,122,117,271
Phatr3_EG02650,749,572,1118,564,626,637,740,619,989,532,614,1414
Phatr3_J44892,2181,2119,3185,1564,1801,895,1895,1582,2390,1556,1701,3971
Phatr3_J11391,835,901,1024,618,1002,338,941,718,1287,739,859,1895
Phatr3_J44894,2696,2425,3441,1543,2256,623,2493,2198,3005,1154,1347,2776
Phatr3_EG01320,644,486,938,357,364,228,449,508,675,782,836,2771
Phatr3_J44896,1366,1032,1598,790,939,627,1185,917,1184,885,946,1921
Phatr3_EG01312,5,2,6,5,1,4,0,2,11,139,169,578
Phatr3_J34440,37,38,44,21,41,17,19,23,44,674,690,1637
Phatr3_J34441,787,708,991,506,568,341,665,608,876,880,1027,1718
Phatr3_J44898,1330,1214,1565,974,1266,435,1441,1346,2073,546,622,1220
Phatr3_J44899,3036,2671,3890,2105,3081,1930,3541,3005,4454,1258,1440,2638
Phatr3_J44900,110,161,161,238,213,163,417,229,390,1051,1246,3179
Phatr3_EG02078,2416,1666,3295,1625,1419,1036,1710,1664,2051,7183,6941,25614
Phatr3_EG02091,9,3,10,9,4,0,1,3,4,15,31,20
